data
0
0
0
0
0
1
0
1
0
2
0
4
0
3
1
4
0
4
1
4
0
5
1
4
0
5
0
5
0
4
0
4
1
4
0
4
0
5
0
2
0
2
0
2
0
0
0
0
0
0
1
0
1
0
2
0
3
0
3
0
5
1
3
0
5
0
5
0
6
0
4
0
4
0
4
0
5
0
3
0
3
0
4
0
4
0
2
0
2
0
0
0
0
0
0
0
0
0
0
2
0
1
0
4
0
5
0
5
0
5
1
5
0
3
0
4
0
5
0
6
0
6
0
6
0
6
0
4
0
3
0
2
0
2
0
0
0
0
0
0
1
0
2
0
3
0
2
0
4
0
4
0
5
0
5
0
5
0
4
0
5
1
6
0
6
1
6
0
5
2
5
0
3
1
4
0
3
0
2
0
2
1
1
0
0
2
0
2
0
3
0
1
0
59
0
6
0
3
7
1
0
5
0
4
0
6
0
3
0
4
0
4
0
4
0
4
0
4
0
2
0
3
0
2
0
1
0
0
0
0
0
0
1
0
2
0
2
0
2
0
2
0
3
0
4
0
3
0
3
0
5
0
4
0
3
0
5
0
4
0
3
1
4
0
3
1
2
0
1
0
1
0
0
0
0
0
0
0
0
0
0
1
0
2
0
2
0
3
0
3
0
4
0
4
1
4
0
6
0
4
0
5
1
4
0
5
0
3
0
3
0
2
0
2
0
1
0
0
0
0
0
0
0
0
2
0
2
0
3
0
3
0
3
0
4
0
4
0
3
0
3
0
4
0
4
0
4
0
4
0
4
0
4
0
3
0
3
0
2
0
1
0
2
0
1
0
1
0
0
1
0
1
0
3
1
3
0
4
0
3
0
4
0
4
0
5
0
5
0
4
0
4
0
4
0
5
0
3
0
3
0
3
1
3
0
2
48
11
16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
2
0
4
0
4
0
4
0
4
0
3
0
5
0
2
0
3
0
2
0
2
0
1
0
1
0
0
0
0
0
0
0
0
1
0
0
0
2
0
2
0
3
0
4
0
3
0
4
0
4
0
3
0
4
0
3
0
4
0
4
0
4
0
2
0
4
0
2
0
2
0
1
0
0
0
0
0
0
0
0
0
0
1
0
3
0
2
0
3
0
3
0
4
0
4
0
4
405
244
173
155
129
115
94
87
74
67
56
55
44
42
37
35
27
27
359
193
190
155
132
122
106
91
87
76
70
61
254
209
180
164
146
126
120
315
228
195
172
154
204
180
207
171
140
132
137
124
115
102
95
87
81
72
70
51
48
48
42
43
39
41
34
38
32
35
29
33
28
31
23
29
23
28
21
27
20
24
18
22
17
20
15
19
16
18
15
16
14
15
12
12
12
12
12
11
13
10
13
10
13
8
12
9
12
8
14
8
12
7
13
7
12
8
11
6
12
6
11
6
12
5
10
6
9
5
8
6
8
6
7
6
8
5
5
6
6
5
5
7
4
6
4
7
3
7
5
8
0
217
170
143
119
103
91
82
68
64
54
53
40
44
36
34
28
30
11
247
214
180
153
141
121
106
99
87
77
72
266
244
194
166
149
129
122
0
174
151
146
128
119
197
174
148
185
913
171
254
145
123
106
92
87
80
76
67
64
58
56
51
50
48
43
44
40
40
35
36
32
35
30
33
27
30
25
29
23
28
21
27
20
25
20
24
17
22
16
21
16
20
16
19
15
17
13
15
14
14
13
12
13
12
13
11
13
12
14
10
15
10
13
9
14
9
13
8
13
8
13
9
13
8
13
8
13
8
13
8
11
7
13
6
11
8
10
7
8
7
8
6
7
6
7
6
303
246
181
149
129
114
99
91
77
76
62
61
50
52
43
387
251
212
181
166
140
132
114
106
94
25
206
193
164
147
130
118
183
180
155
142
174
173
115
179
203
176
147
130
122
109
105
93
91
80
81
69
71
62
63
58
57
48
51
45
42
32
28
24
26
24
24
22
24
22
21
22
21
21
21
22
18
21
18
22
18
21
17
21
17
22
16
21
15
20
14
19
15
19
13
19
13
18
11
16
12
14
11
14
12
12
11
12
10
10
11
10
13
10
12
9
13
9
13
9
14
9
13
9
13
9
13
7
14
8
14
8
13
7
12
8
12
9
12
7
11
7
11
7
9
7
9
5
8
5
7
6
6
6
6
7
40
243
199
185
150
130
115
101
88
83
71
67
59
58
47
48
40
42
500
312
235
214
179
165
142
133
116
108
95
200
175
167
144
131
119
105
320
168
173
148
138
164
171
233
185
135
96
137
128
118
111
98
95
84
84
73
80
64
65
57
55
44
37
33
35
32
32
28
30
27
27
27
25
26
24
25
24
26
22
25
21
25
20
24
20
24
19
23
16
22
17
21
16
22
16
20
15
20
14
18
13
18
13
16
13
13
12
13
11
13
12
11
12
11
13
11
13
11
