data
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
2
0
2
0
1
0
2
1
3
0
1
0
3
0
1
0
1
0
0
0
0
0
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
2
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
368
266
188
135
108
84
68
51
44
38
33
29
25
25
18
16
14
497
276
191
136
103
73
59
50
45
31
23
432
328
214
146
99
74
60
833
232
175
135
99
415
257
171
543
362
353
252
172
134
95
76
59
51
42
38
32
30
27
27
21
23
19
18
15
16
15
13
13
13
13
11
10
10
11
9
9
8
9
7
9
6
9
6
8
6
8
6
7
4
7
5
6
4
6
4
5
4
6
4
5
3
4
2
4
2
4
2
3
2
3
3
2
2
1
1
1
2
1
3
1
2
1
3
2
3
0
3
1
2
0
1
1
3
1
2
1
1
0
2
1
3
0
2
1
2
0
2
0
2
0
2
0
0
0
1
1
0
0
0
0
0
0
0
3
1
1
0
2
0
1
0
2
0
1
0
1
0
1
0
2
0
2
0
1
0
1
0
2
0
1
464
291
206
148
115
87
69
52
48
32
27
21
23
20
340
266
180
130
98
75
60
45
38
262
215
136
101
74
789
173
137
100
445
309
441
367
163
133
105
83
61
48
40
33
27
24
24
23
19
18
16
18
13
16
14
16
11
12
10
12
9
10
10
12
7
9
7
10
6
7
6
7
5
6
5
7
4
4
4
5
5
4
4
4
3
2
3
3
4
2
4
3
4
2
4
2
4
2
4
2
4
1
4
1
4
0
4
1
4
0
3
1
3
1
2
1
2
0
2
2
2
1
1
0
1
0
1
0
0
0
0
1
0
1
1
2
1
2
0
1
0
2
0
2
0
2
0
1
258
374
241
169
123
93
76
66
55
40
34
33
28
23
20
1023
319
234
166
121
88
64
54
43
37
9
305
197
136
96
70
392
259
172
405
404
453
304
197
134
97
72
57
44
38
30
29
26
23
21
18
18
24
27
20
19
16
16
13
14
13
11
10
12
11
11
8
11
9
10
8
9
8
8
6
8
6
9
5
7
4
6
3
6
6
5
4
4
4
4
3
3
3
2
3
3
3
3
4
3
4
2
3
2
3
2
3
1
4
2
4
1
4
1
2
2
3
1
3
279
387
260
191
137
105
84
64
52
46
43
34
26
20
20
18
19
955
339
233
170
121
96
68
54
43
38
137
317
208
156
106
78
835
257
195
138
694
354
869
185
178
179
128
94
74
59
47
37
