data
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
2
0
337
382
269
191
141
113
82
66
44
44
35
30
21
26
23
1023
337
261
182
130
97
74
59
43
36
30
380
232
159
114
82
65
132
308
209
152
612
395
265
616
393
364
115
178
110
86
69
51
41
37
30
42
34
27
25
22
23
20
19
17
17
14
15
11
13
11
12
10
11
9
11
9
10
8
9
8
9
8
9
7
7
6
7
5
5
6
4
4
4
4
4
4
3
4
3
4
3
5
3
4
4
4
2
4
3
5
2
4
2
5
1
4
3
3
0
3
2
3
1
3
1
4
0
3
1
2
1
2
1
633
399
277
201
141
112
77
61
47
47
37
32
24
27
89
310
209
157
111
82
59
49
37
38
347
226
164
115
85
60
352
248
160
795
395
484
356
247
172
125
91
69
59
49
40
34
30
27
23
21
19
16
16
15
16
12
14
10
15
10
11
9
11
9
10
9
10
8
9
7
8
7
7
6
6
6
6
5
5
4
4
4
4
4
4
4
4
4
3
5
2
5
3
4
3
5
2
4
2
4
3
4
1
3
2
5
2
4
2
4
3
4
1
3
1
4
1
655
348
252
184
134
111
89
73
52
47
41
34
26
22
22
18
16
347
275
195
146
113
82
65
51
48
33
607
280
189
133
99
78
256
327
205
136
103
69
58
44
41
32
27
21
19
19
15
14
11
13
11
12
10
11
10
10
9
9
7
9
6
9
6
8
5
7
6
8
4
8
4
6
4
5
4
5
4
5
3
4
3
4
4
3
2
2
2
3
1
2
3
2
2
2
3
1
2
2
3
2
3
1
4
1
3
487
317
224
177
135
102
75
66
52
45
36
31
25
21
23
269
249
167
128
98
73
54
42
41
244
213
147
106
80
415
325
202
146
493
545
322
207
154
118
79
65
51
45
38
32
27
23
22
19
17
16
14
15
13
14
10
13
10
12
9
10
8
8
9
7
8
6
8
6
9
5
8
5
7
5
7
5
6
4
6
5
5
4
5
4
5
4
5
3
6
3
5
3
5
3
4
1
5
2
4
2
3
3
2
1
2
1
2
1013
368
273
190
148
113
83
71
59
53
41
36
31
29
27
19
18
0
399
256
177
131
101
77
62
46
36
27
285
215
153
103
88
64
308
304
202
597
387
261
174
123
88
69
54
45
34
32
26
26
21
22
18
17
16
17
14
15
12
14
11
13
10
12
9
11
9
10
8
9
8
9
7
6
6
6
6
5
6
5
6
5
5
4
5
5
6
4
5
5
4
3
5
4
4
2
3
3
6
3
4
2
5
2
498
334
247
190
132
93
76
59
48
35
33
27
27
23
278
318
231
165
124
93
67
51
40
495
258
188
139
103
74
685
325
208
141
510
326
418
333
209
134
104
74
62
46
43
35
32
27
25
22
20
18
16
15
13
15
12
13
11
13
11
11
12
12
11
9
9
10
9
9
7
9
7
9
7
8
6
8
5
8
4
7
5
7
5
5
5
6
5
5
5
5
4
4
4
4
4
4
3
3
852
461
307
234
174
131
107
84
67
54
42
39
32
32
25
22
23
21
0
334
232
175
122
86
72
60
53
44
36
578
273
182
127
95
74
60
553
252
166
123
611
377
243
167
113
86
64
53
43
39
34
29
24
22
21
19
16
16
13
14
11
15
12
14
10
14
10
11
9
10
9
7
7
8
8
6
7
6
6
5
7
5
6
5
6
5
5
5
6
4
5
5
5
4
6
4
5
3
5
3
183
327
255
190
144
109
81
61
48
46
37
32
27
24
25
21
22
544
376
225
164
115
86
58
45
42
36
0
260
185
123
98
66
54
304
260
173
130
619
350
660
400
256
170
124
90
65
51
43
34
32
27
26
22
21
20
18
17
14
17
14
14
12
12
13
11
13
10
12
8
11
9
10
7
11
7
9
6
9
6
8
6
8
6
6
5
6
5
6
5
7
5
5
5
6
4
4
4
5
4
4
4
5
3
2
4
3
500
345
266
180
140
108
79
65
55
50
40
33
32
28
27
504
334
223
168
120
92
72
58
49
346
386
256
177
126
93
0
327
247
161
120
470
321
579
486
462
281
196
140
104
78
65
49
42
35
34
26
26
21
25
20
21
18
20
16
18
16
16
13
12
12
13
11
11
10
10
9
9
10
9
10
8
9
8
9
7
9
7
9
7
8
